"Realized Gain/Loss - Lot Details for All_Accounts as of Sat Mar 14  23:31:15 EDT 2026 from 01/01/2024 to 03/14/2026","","","","","","","","","","","","","","","","","","","","","","","",""
"Trading Book ...005","","","","","","","","","","","","","","","","","","","","","","","",""
"Symbol","Name","Closed Date","Opened Date","Quantity","Proceeds Per Share","Cost Per Share","Proceeds","Cost Basis (CB)","Gain/Loss ($)","Gain/Loss (%)","Long Term Gain/Loss","Short Term Gain/Loss","Term","Unadjusted Cost Basis","Wash Sale?","Disallowed Loss","Transaction Closed Date","Transaction Cost Basis","Total Transaction Gain/Loss ($)","Total Transaction Gain/Loss (%)","LT Transaction Gain/Loss ($)","LT Transaction Gain/Loss (%)","ST Transaction Gain/Loss ($)","ST Transaction Gain/Loss (%)"
"COIN","COINBASE GLOBAL INC A","05/19/2025","02/20/2025","30","$259.00","$251.05","$7,770.00","$7,531.49","$238.51","3.16683684105%","","$238.51","Short Term","$7,531.49","No","","05/19/2025","$16,529.40","$2,895.59","17.51781673866%","","","$2,895.59","17.5178167386596%"
"COIN","COINBASE GLOBAL INC A","05/15/2025","02/20/2025","65","$251.10","$253.50","$16,321.28","$16,477.50","$0.00","0%","","$0.00","Short Term","$16,477.50","Yes","$156.22","05/15/2025","$21,960.54","$1,893.64","8.622920929995%","","","$1,893.64","8.622920929995352%"
"COIN","COINBASE GLOBAL INC A","05/15/2025","02/20/2025","30","$251.10","$295.27","$7,532.90","$8,857.99","$0.00","0%","","$0.00","Short Term","$8,857.99","Yes","$1,325.09","05/15/2025","$21,960.54","$1,893.64","8.622920929995%","","","$1,893.64","8.622920929995352%"
"MSFT","MICROSOFT CORP","05/13/2025","04/22/2025","10","$447.00","$362.27","$4,469.95","$3,622.70","$847.25","23.387252601651%","","$847.25","Short Term","$3,622.70","No","","05/13/2025","","","","","","",""
"MSFT","MICROSOFT CORP","05/13/2025","04/09/2025","20","$447.00","$386.23","$8,939.90","$7,724.52","$1,215.38","15.734052083495%","","$1,215.38","Short Term","$7,724.52","No","","05/13/2025","","","","","","",""
"TTD","THE TRADE DESK INC A","05/13/2025","01/03/2025","50","$78.15","$120.38","$3,907.49","$6,018.81","$0.00","0%","","$0.00","Short Term","$6,018.81","Yes","$2,111.32","05/13/2025","","","","","","",""
"TTD","THE TRADE DESK INC A","05/13/2025","02/26/2025","50","$79.14","$75.49","$3,956.99","$3,774.50","$182.49","4.834812557955%","","$182.49","Short Term","$3,774.50","No","","05/13/2025","","","","","","",""
"MSFT","MICROSOFT CORP","05/06/2025","04/09/2025","30","$432.61","$386.23","$12,978.24","$11,586.77","$1,391.47","12.009127651623%","","$1,391.47","Short Term","$11,586.77","No","","05/06/2025","","","","","","",""
"PLTR","PALANTIR TECHNOLOGIE A","05/06/2025","04/14/2025","150","$111.66","$90.65","$16,748.65","$13,597.50","$3,151.15","23.174480603052%","","$3,151.15","Short Term","$13,597.50","No","","05/06/2025","","","","","","",""
"COIN","COINBASE GLOBAL INC A","04/07/2025","02/20/2025","80","$141.00","$253.50","$11,280.13","$20,280.00","-$5,624.92","-27.736291913215%","","-$5,624.92","Short Term","$20,280.00","Yes","$3,374.95","04/07/2025","","","","","","",""
"FUTU","FUTU HLDGS LTD ADR","04/07/2025","11/19/2024","10","$76.27","$93.00","$762.68","$929.97","-$167.29","-17.988752325344%","","-$167.29","Short Term","$929.97","No","","04/07/2025","","","","","","",""
"META","META PLATFORMS INC A","04/04/2025","02/20/2025","1","$504.00","$745.89","$504.00","$745.89","-$241.89","-32.429714837308%","","-$241.89","Short Term","$745.89","No","","04/04/2025","$674.00","-$170.00","-25.222551928783%","","","-$170.00","-25.222551928783382%"
"PDD","PDD HOLDINGS INC ADR ADR","04/04/2025","12/09/2024","4","$102.73","$112.10","$410.94","$448.39","-$37.45","-8.352104195009%","","-$37.45","Short Term","$448.39","No","","04/04/2025","$439.00","-$28.06","-6.391799544419%","","","-$28.06","-6.3917995444191344%"
"PLTR","PALANTIR TECHNOLOGIE A","04/04/2025","09/18/2024","10","$79.14","$36.44","$791.38","$364.35","$427.03","117.203238644161%","","$427.03","Short Term","$364.35","No","","04/04/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","03/17/2025","03/10/2025","100","$47.05","$44.78","$4,704.86","$4,478.50","$226.36","5.054370883108%","","$226.36","Short Term","$4,478.50","No","","03/17/2025","$21,269.00","-$2,449.55","-11.516996567775%","","","-$2,449.55","-11.516996567774697%"
"AFRM","AFFIRM HLDGS INC A","03/17/2025","03/04/2025","100","$47.05","$53.60","$4,704.86","$5,360.20","-$655.34","-12.226036341928%","","-$655.34","Short Term","$5,360.20","No","","03/17/2025","$21,269.00","-$2,449.55","-11.516996567775%","","","-$2,449.55","-11.516996567774697%"
"AFRM","AFFIRM HLDGS INC A","03/17/2025","03/01/2025","200","$47.05","$67.24","$9,409.73","$13,447.90","-$4,038.17","-30.028257200009%","","-$4,038.17","Short Term","$13,447.90","No","","03/17/2025","$21,269.00","-$2,449.55","-11.516996567775%","","","-$2,449.55","-11.516996567774697%"
"META","META PLATFORMS INC A","03/04/2025","02/22/2025","24","$628.10","$705.25","$15,074.46","$16,925.96","-$1,851.50","-10.938818241329%","","-$1,851.50","Short Term","$16,925.96","No","","03/04/2025","$16,875.99","-$1,173.43","-6.953251335181%","","","-$1,173.43","-6.953251335180935%"
"META","META PLATFORMS INC A","03/04/2025","02/20/2025","1","$628.10","$699.99","$628.10","$699.99","$0.00","0%","","$0.00","Short Term","$699.99","Yes","$71.89","03/04/2025","$16,875.99","-$1,173.43","-6.953251335181%","","","-$1,173.43","-6.953251335180935%"
"AFRM","AFFIRM HLDGS INC A","02/24/2025","08/15/2024","300","$65.50","$28.20","$19,649.40","$8,460.00","$11,189.40","132.262411347518%","","$11,189.40","Short Term","$8,460.00","No","","02/24/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","02/24/2025","02/21/2025","100","$65.48","$68.61","$6,547.80","$6,861.00","$0.00","0%","","$0.00","Short Term","$6,861.00","Yes","$313.20","02/24/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","02/24/2025","02/20/2025","200","$65.48","$74.00","$13,095.60","$14,800.00","$0.00","0%","","$0.00","Short Term","$14,800.00","Yes","$1,704.40","02/24/2025","","","","","","",""
"META","META PLATFORMS INC A","02/24/2025","02/20/2025","24","$668.74","$699.99","$16,049.80","$16,799.76","$0.00","0%","","$0.00","Short Term","$16,799.76","Yes","$749.96","02/24/2025","","","","","","",""
"HIMS","HIMS & HERS HEALTH I A","02/21/2025","02/19/2025","100","$53.04","$70.00","$5,303.58","$7,000.00","-$1,696.42","-24.234571428571%","","-$1,696.42","Short Term","$7,000.00","No","","02/21/2025","","","","","","",""
"COST","COSTCO WHSL CORP NEW","02/20/2025","02/05/2025","20","$1,040.97","$1,040.43","$20,819.42","$20,808.70","$10.72","0.051516913599%","","$10.72","Short Term","$20,808.70","No","","02/20/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","02/12/2025","01/14/2025","500","$75.60","$56.30","$37,798.87","$28,149.95","$9,648.92","34.276863724447%","","$9,648.92","Short Term","$28,149.95","No","","02/12/2025","","","","","","",""
"NVDA","NVIDIA CORP","02/12/2025","02/03/2025","50","$130.96","$116.46","$6,547.81","$5,823.00","$724.81","12.447363901769%","","$724.81","Short Term","$5,823.00","No","","02/12/2025","$25,484.37","$706.87","2.77373935475%","","","$706.87","2.773739354749601%"
"NVDA","NVIDIA CORP","02/12/2025","01/14/2025","100","$130.96","$136.30","$13,095.62","$13,629.90","-$534.28","-3.919911371323%","","-$534.28","Short Term","$13,629.90","No","","02/12/2025","$25,484.37","$706.87","2.77373935475%","","","$706.87","2.773739354749601%"
"NVDA","NVIDIA CORP","02/12/2025","08/15/2024","50","$130.96","$122.26","$6,547.81","$6,113.09","$434.72","7.11129723266%","","$434.72","Short Term","$6,113.09","No","","02/12/2025","$25,484.37","$706.87","2.77373935475%","","","$706.87","2.773739354749601%"
"PDD","PDD HOLDINGS INC ADR","02/03/2025","01/27/2025","95","$105.05","$109.75","$9,979.93","$10,426.24","-$446.31","-4.280641918851%","","-$446.31","Short Term","$10,426.24","No","","02/03/2025","","","","","","",""
"PDD","PDD HOLDINGS INC ADR","02/03/2025","01/21/2025","100","$105.05","$108.29","$10,505.20","$10,829.25","-$324.05","-2.992358658263%","","-$324.05","Short Term","$10,829.25","No","","02/03/2025","","","","","","",""
"PDD","PDD HOLDINGS INC ADR","02/03/2025","12/09/2024","5","$105.05","$107.40","$525.26","$537.00","$0.00","0%","","$0.00","Short Term","$537.00","Yes","$11.74","02/03/2025","","","","","","",""
"SOFI","SOFI TECHNOLOGIES IN","01/31/2025","01/28/2025","600","$15.63","$16.12","$9,380.64","$9,672.00","-$291.36","-3.012406947891%","","-$291.36","Short Term","$9,672.00","No","","01/31/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","01/13/2025","04/26/2024","100","$53.50","$33.29","$5,349.83","$3,328.80","$2,021.03","60.713470319635%","","$2,021.03","Short Term","$3,328.80","No","","01/13/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","01/13/2025","03/13/2024","100","$53.50","$39.21","$5,349.84","$3,920.84","$1,429.00","36.446271717285%","","$1,429.00","Short Term","$3,920.84","No","","01/13/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","01/10/2025","08/23/2024","500","$56.28","$31.13","$28,139.14","$15,565.00","$12,574.14","80.784709283649%","","$12,574.14","Short Term","$15,565.00","No","","01/10/2025","","","","","","",""
"ROKU","ROKU INC A","01/10/2025","11/01/2024","200","$79.21","$64.05","$15,841.05","$12,809.76","$3,031.29","23.663909394087%","","$3,031.29","Short Term","$12,809.76","No","","01/10/2025","","","","","","",""
"PLTR","PALANTIR TECHNOLOGIE A","01/08/2025","09/18/2024","90","$67.48","$36.44","$6,073.02","$3,279.15","$2,793.87","85.201042953204%","","$2,793.87","Short Term","$3,279.15","No","","01/08/2025","","","","","","",""
"PLTR","PALANTIR TECHNOLOGIE A","01/08/2025","07/29/2024","60","$67.48","$27.73","$4,048.68","$1,663.80","$2,384.88","143.339343671114%","","$2,384.88","Short Term","$1,663.80","No","","01/08/2025","","","","","","",""
"BRZE","BRAZE INC A","12/30/2024","12/06/2023","100","$41.54","$57.25","$4,153.86","$5,725.22","-$1,571.36","-27.446281540273%","-$1,571.36","","Long Term","$5,725.22","No","","12/30/2024","","","","","","",""
"FUTU","FUTU HLDGS LTD ADR","12/30/2024","11/19/2024","190","$79.96","$93.00","$15,192.66","$17,669.53","-$2,476.87","-14.017746934978%","","-$2,476.87","Short Term","$17,669.53","No","","12/30/2024","","","","","","",""
"FUTU","FUTU HLDGS LTD ADR","12/30/2024","11/11/2024","100","$79.96","$98.24","$7,996.13","$9,824.00","-$1,827.87","-18.606168566775%","","-$1,827.87","Short Term","$9,824.00","No","","12/30/2024","","","","","","",""
"FUTU","FUTU HLDGS LTD ADR","12/30/2024","11/06/2024","100","$79.96","$96.23","$7,996.13","$9,623.00","-$1,626.87","-16.906058401746%","","-$1,626.87","Short Term","$9,623.00","No","","12/30/2024","","","","","","",""
"FUTU","FUTU HLDGS LTD ADR","12/30/2024","10/22/2024","200","$79.96","$94.00","$15,992.26","$18,800.00","-$2,807.74","-14.934787234043%","","-$2,807.74","Short Term","$18,800.00","No","","12/30/2024","","","","","","",""
"FUTU","FUTU HLDGS LTD ADR","12/30/2024","01/24/2024","10","$79.96","$48.97","$799.61","$489.67","$309.94","63.295688933363%","","$309.94","Short Term","$489.67","No","","12/30/2024","","","","","","",""
"SOFI","SOFI TECHNOLOGIES IN","12/18/2024","11/06/2024","500","$15.24","$11.87","$7,619.71","$5,935.00","$1,684.71","28.38601516428%","","$1,684.71","Short Term","$5,935.00","No","","12/18/2024","","","","","","",""
"UAL","UNITED AIRLINES HLDG","12/18/2024","11/20/2024","300","$91.29","$93.54","$27,386.79","$28,062.00","-$675.21","-2.40613641223%","","-$675.21","Short Term","$28,062.00","No","","12/18/2024","","","","","","",""
"PDD","PDD HOLDINGS INC ADR","12/10/2024","12/09/2024","195","$104.71","$107.40","$20,417.86","$20,943.00","-$525.14","-2.507472663897%","","-$525.14","Short Term","$20,943.00","No","","12/10/2024","","","","","","",""
"PDD","PDD HOLDINGS INC ADR","12/10/2024","11/08/2021","5","$104.71","$83.46","$523.53","$417.30","$106.23","25.456506110712%","$106.23","","Long Term","$417.30","No","","12/10/2024","","","","","","",""
"GOOG","ALPHABET INC C","12/02/2024","08/12/2024","10","$170.88","$162.54","$1,708.85","$1,625.37","$83.48","5.136061327575%","","$83.48","Short Term","$1,625.37","No","","12/02/2024","$1,542.49","$166.36","10.785159060999%","","","$166.36","10.785159060998776%"
"PLTR","PALANTIR TECHNOLOGIE A","11/18/2024","07/29/2024","50","$60.43","$27.73","$3,021.41","$1,386.50","$1,634.91","117.916336098089%","","$1,634.91","Short Term","$1,386.50","No","","11/18/2024","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","11/12/2024","10/28/2024","300","$55.77","$43.09","$16,730.48","$12,927.00","$3,803.48","29.42275856734%","","$3,803.48","Short Term","$12,927.00","No","","11/12/2024","","","","","","",""
"KVYO","KLAVIYO INC","11/07/2024","11/06/2024","200","$33.18","$39.63","$6,636.79","$7,926.84","-$1,290.05","-16.274454889969%","","-$1,290.05","Short Term","$7,926.84","No","","11/07/2024","","","","","","",""
"COIN","COINBASE GLOBAL INC A","11/06/2024","11/01/2024","100","$248.27","$185.00","$24,827.29","$18,500.00","$6,327.29","34.201567567568%","","$6,327.29","Short Term","$18,500.00","No","","11/06/2024","","","","","","",""
"PLTR","PALANTIR TECHNOLOGIE A","11/05/2024","11/04/2024","200","$50.83","$46.64","$10,166.81","$9,328.00","$838.81","8.992388507719%","","$838.81","Short Term","$9,328.00","No","","11/05/2024","","","","","","",""
"NFLX","NETFLIX INC","10/23/2024","10/17/2024","25","$750.12","$721.00","$18,753.11","$18,025.00","$728.11","4.039445214979%","","$728.11","Short Term","$18,025.00","No","","10/23/2024","","","","","","",""
"AMD","ADVANCED MICRO DEVIC","10/15/2024","09/12/2024","50","$157.00","$150.22","$7,849.77","$7,511.00","$338.77","4.510318199973%","","$338.77","Short Term","$7,511.00","No","","10/15/2024","","","","","","",""
"AMD","ADVANCED MICRO DEVIC","10/15/2024","08/23/2024","50","$157.00","$155.80","$7,849.77","$7,790.00","$59.77","0.767265725289%","","$59.77","Short Term","$7,790.00","No","","10/15/2024","","","","","","",""
"FUTU","FUTU HLDGS LTD ADR","10/15/2024","01/24/2024","90","$97.31","$48.97","$8,758.28","$4,407.00","$4,351.28","98.735647832993%","","$4,351.28","Short Term","$4,407.00","No","","10/15/2024","","","","","","",""
"FUTU","FUTU HLDGS LTD ADR","10/15/2024","12/18/2023","100","$97.31","$51.39","$9,731.42","$5,139.27","$4,592.15","89.354130061273%","","$4,592.15","Short Term","$5,139.27","No","","10/15/2024","","","","","","",""
"FUTU","FUTU HLDGS LTD ADR","10/15/2024","12/08/2023","50","$97.31","$52.07","$4,865.71","$2,603.65","$2,262.06","86.880341059666%","","$2,262.06","Short Term","$2,603.65","No","","10/15/2024","","","","","","",""
"FUTU","FUTU HLDGS LTD ADR","10/08/2024","12/08/2023","50","$102.82","$52.07","$5,141.14","$2,603.65","$2,537.49","97.458951856048%","","$2,537.49","Short Term","$2,603.65","No","","10/08/2024","","","","","","",""
"FUTU","FUTU HLDGS LTD ADR","10/08/2024","12/01/2023","50","$102.82","$54.72","$5,141.15","$2,736.09","$2,405.06","87.901348274362%","","$2,405.06","Short Term","$2,736.09","No","","10/08/2024","","","","","","",""
"PDD","PDD HOLDINGS INC ADR","10/08/2024","11/08/2021","40","$139.48","$83.46","$5,579.33","$3,338.40","$2,240.93","67.125868679607%","$2,240.93","","Long Term","$3,338.40","No","","10/08/2024","","","","","","",""
"COIN","COINBASE GLOBAL INC A","10/07/2024","10/03/2024","100","$167.56","$163.16","$16,755.52","$16,315.99","$439.53","2.693860439973%","","$439.53","Short Term","$16,315.99","No","","10/07/2024","","","","","","",""
"COIN","COINBASE GLOBAL INC A","10/07/2024","10/02/2024","100","$167.56","$166.70","$16,755.52","$16,670.20","$85.32","0.511811495963%","","$85.32","Short Term","$16,670.20","No","","10/07/2024","","","","","","",""
"FUTU","FUTU HLDGS LTD ADR","10/07/2024","02/12/2024","100","$127.00","$49.71","$12,699.83","$4,971.40","$7,728.43","155.457818723096%","","$7,728.43","Short Term","$4,971.40","No","","10/07/2024","","","","","","",""
"EDU","NEW ORIENTAL ED & TE ADR","10/03/2024","09/26/2024","90","$75.08","$69.13","$6,756.81","$6,221.70","$535.11","8.600703987656%","","$535.11","Short Term","$6,221.70","No","","10/03/2024","","","","","","",""
"EDU","NEW ORIENTAL ED & TE ADR","10/03/2024","08/06/2024","150","$75.08","$70.95","$11,261.36","$10,642.50","$618.86","5.814987080103%","","$618.86","Short Term","$10,642.50","No","","10/03/2024","","","","","","",""
"EDU","NEW ORIENTAL ED & TE ADR","10/03/2024","06/13/2024","50","$75.08","$77.48","$3,753.79","$3,874.00","$0.00","0%","","$0.00","Short Term","$3,874.00","Yes","$120.21","10/03/2024","","","","","","",""
"EDU","NEW ORIENTAL ED & TE ADR","10/03/2024","06/13/2024","60","$75.08","$77.52","$4,504.55","$4,651.00","$0.00","0%","","$0.00","Short Term","$4,651.00","Yes","$146.45","10/03/2024","","","","","","",""
"EDU","NEW ORIENTAL ED & TE ADR","10/03/2024","05/03/2024","50","$75.08","$84.78","$3,753.79","$4,239.25","$0.00","0%","","$0.00","Short Term","$4,239.25","Yes","$485.46","10/03/2024","","","","","","",""
"NVDA","NVIDIA CORP","09/27/2024","08/15/2024","100","$120.44","$122.07","$12,043.75","$12,206.99","-$81.62","-0.668633299446%","","-$81.62","Short Term","$12,206.99","Yes","$81.62","09/27/2024","","","","","","",""
"GOOG","ALPHABET INC C","09/24/2024","09/09/2024","40","$163.73","$154.25","$6,549.25","$6,169.97","$379.28","6.14719358441%","","$379.28","Short Term","$6,169.97","No","","09/24/2024","$31,266.46","-$157.51","-0.503766656027%","","","-$157.51","-0.5037666560269438%"
"GOOG","ALPHABET INC C","09/24/2024","08/12/2024","100","$163.73","$172.02","$16,373.13","$17,201.95","-$745.94","-4.336368841905%","","-$745.94","Short Term","$17,201.95","Yes","$82.88","09/24/2024","$31,266.46","-$157.51","-0.503766656027%","","","-$157.51","-0.5037666560269438%"
"GOOG","ALPHABET INC C","09/24/2024","08/06/2024","50","$163.73","$162.01","$8,186.57","$8,100.50","$86.07","1.062527004506%","","$86.07","Short Term","$8,100.50","No","","09/24/2024","$31,266.46","-$157.51","-0.503766656027%","","","-$157.51","-0.5037666560269438%"
"PDD","PDD HOLDINGS INC ADR","08/28/2024","11/08/2021","5","$89.22","$83.46","$446.11","$417.30","$28.81","6.903906062785%","$28.81","","Long Term","$417.30","No","","08/28/2024","","","","","","",""
"PDD","PDD HOLDINGS INC ADR","08/28/2024","08/02/2021","10","$89.22","$90.49","$892.22","$904.90","-$12.68","-1.401259807714%","-$12.68","","Long Term","$904.90","No","","08/28/2024","","","","","","",""
"PDD","PDD HOLDINGS INC ADR","08/28/2024","07/12/2021","45","$89.22","$108.57","$4,015.01","$4,885.65","-$870.64","-17.820351437373%","-$870.64","","Long Term","$4,885.65","No","","08/28/2024","","","","","","",""
"PDD","PDD HOLDINGS INC ADR","08/26/2024","07/12/2021","5","$112.93","$108.57","$564.67","$542.85","$21.82","4.019526572718%","$21.82","","Long Term","$542.85","No","","08/26/2024","$19,685.35","-$8,391.85","-42.629925299779%","-$8,391.85","-42.629925299778776%","",""
"PDD","PDD HOLDINGS INC ADR","08/26/2024","02/17/2021","75","$112.94","$201.50","$8,470.13","$15,112.50","-$6,642.37","-43.952820512821%","-$6,642.37","","Long Term","$15,112.50","No","","08/26/2024","$19,685.35","-$8,391.85","-42.629925299779%","-$8,391.85","-42.629925299778776%","",""
"PDD","PDD HOLDINGS INC ADR","08/26/2024","02/16/2021","20","$112.94","$201.50","$2,258.70","$4,030.09","-$1,771.39","-43.954105243307%","-$1,771.39","","Long Term","$4,030.09","No","","08/26/2024","$19,685.35","-$8,391.85","-42.629925299779%","-$8,391.85","-42.629925299778776%","",""
"NVDA","NVIDIA CORP","08/19/2024","08/06/2024","200","$123.93","$105.53","$24,785.28","$21,106.62","$3,678.66","17.428939356467%","","$3,678.66","Short Term","$21,106.62","No","","08/19/2024","","","","","","",""
"NVDA","NVIDIA CORP","08/19/2024","08/15/2024","100","$123.97","$122.07","$12,396.64","$12,206.99","$189.65","1.553618049986%","","$189.65","Short Term","$12,206.99","No","","08/19/2024","","","","","","",""
"TTD","THE TRADE DESK INC A","08/19/2024","08/06/2024","149","$101.76","$84.87","$15,162.55","$12,645.63","$2,516.92","19.903476536954%","","$2,516.92","Short Term","$12,645.63","No","","08/19/2024","","","","","","",""
